文件名,解析时间(ms),内存使用(KB),AST节点数量,结果
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.7b9769c8.smt2,53.0818,792,2453,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.85cbf698.smt2,52.5103,792,2365,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.86b9edf2.smt2,48.7378,792,2233,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.99859c0b.smt2,49.3727,792,2211,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.9e39dab1.smt2,49.7243,792,2255,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.9f21e1cf.smt2,51.7116,792,2431,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.b323df7d.smt2,49.8641,792,2233,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.c3a82456.smt2,54.7173,792,2519,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.ceec2aee.smt2,50.5843,792,2343,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.e132aad4.smt2,53.6528,792,2475,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.e1db6e0a.smt2,52.4673,792,2387,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.e5affe5b.smt2,51.9538,792,2343,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.f15c3126.smt2,51.307,792,2365,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.f73a266b.smt2,48.8093,792,2211,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i52.fddde98f.smt2,53.5257,792,2541,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.03648171.smt2,53.2866,792,2425,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.05188726.smt2,48.9182,792,2337,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.099ea8f3.smt2,46.9775,792,2315,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.1bb38095.smt2,45.589,792,2139,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.2a4c30ee.smt2,47.5228,792,2271,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.3bd452af.smt2,52.2637,792,2381,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.3ed5577d.smt2,47.6887,792,2249,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.3fa80cf3.smt2,49.3653,792,2469,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.478ed789.smt2,47.9608,792,2161,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.491b3392.smt2,48.2357,792,2183,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.50e1c3ba.smt2,53.3555,792,2447,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.6eb32a4a.smt2,48.8124,792,2249,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.8225f9f0.smt2,47.7297,792,2359,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part5/non-incremental/QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i53.8cf3ba2e.smt2,48.3487,792,2205,成功
