文件名,解析时间(ms),内存使用(KB),AST节点数量,结果
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-01.smt2,3.65281,0,169,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-02.smt2,3.41678,264,160,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-03.smt2,3.41058,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-04.smt2,3.42393,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-05.smt2,3.45087,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-06.smt2,3.42107,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-07.smt2,3.68595,264,173,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-08.smt2,3.52478,264,160,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-09.smt2,3.38769,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-10.smt2,3.54862,0,164,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-11.smt2,3.27587,0,160,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-12.smt2,3.66783,0,168,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-13.smt2,3.41964,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-14.smt2,3.53718,0,165,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RC-15.smt2,3.62492,0,166,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-00.smt2,4.17066,264,203,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-01.smt2,3.59511,0,178,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-02.smt2,3.62444,264,165,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-03.smt2,3.73745,0,191,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-04.smt2,3.57676,0,164,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-05.smt2,3.67308,264,179,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-06.smt2,3.6099,264,168,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-07.smt2,3.7322,264,180,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-08.smt2,3.87454,0,192,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-09.smt2,3.91197,264,204,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-10.smt2,3.60012,0,166,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-11.smt2,3.75843,264,180,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-12.smt2,3.75199,0,179,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-13.smt2,3.45254,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-14.smt2,3.67713,0,177,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00010/RF-15.smt2,3.84665,0,198,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-00.smt2,3.44253,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-01.smt2,3.56603,264,165,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-02.smt2,3.34477,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-03.smt2,3.74222,264,177,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-04.smt2,3.72696,0,177,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-05.smt2,3.5553,0,171,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-06.smt2,3.47185,264,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-07.smt2,3.407,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-08.smt2,3.59178,0,165,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-09.smt2,3.70669,264,169,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-10.smt2,3.71218,0,180,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-11.smt2,3.43323,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-12.smt2,3.52669,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-13.smt2,3.42488,0,156,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-14.smt2,3.47924,0,161,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RC-15.smt2,3.43037,0,155,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-00.smt2,3.3412,0,173,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-01.smt2,3.72624,0,169,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-02.smt2,3.66831,264,174,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-03.smt2,3.64637,0,178,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-04.smt2,3.33333,0,173,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-05.smt2,3.50952,0,160,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-06.smt2,3.57509,0,173,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-07.smt2,3.56817,0,164,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-08.smt2,3.38745,0,183,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-09.smt2,3.53837,0,202,成功
/pub/data/jiafq/iscas/Parser_Comparison/../benchmarks/part45/non-incremental/QF_LIA/20220307-SMPT/Kanban-PT-00020/RF-10.smt2,3.92985,264,205,成功
